"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 03 13:42:17 UTC 2026","Wed Jun 03 13:42:27 UTC 2026","10039","tests","test_cookie_consent","","","","test_accept_analytical_cookies[webkit]",""
