"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 02 13:00:40 UTC 2026","Tue Jun 02 13:00:48 UTC 2026","7769","tests","test_cookie_consent","","","","test_accept_analytical_cookies[chromium]",""
