"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jun 02 19:44:46 UTC 2026","Tue Jun 02 19:44:56 UTC 2026","10030","tests","test_cookie_consent","","","","test_accept_analytical_cookies[webkit]",""
