"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 02 11:53:54 UTC 2026","Tue Jun 02 11:54:03 UTC 2026","9747","tests","test_cookie_consent","","","","test_accept_analytical_cookies[webkit]",""
