"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 03 09:09:58 UTC 2026","Wed Jun 03 09:10:08 UTC 2026","9926","tests","test_cookie_consent","","","","test_accept_analytical_cookies[webkit]",""
