"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 02 12:36:06 UTC 2026","Tue Jun 02 12:36:11 UTC 2026","5141","tests","test_cookie_consent","","","","test_accept_analytical_cookies[firefox]",""
