"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 02 13:00:36 UTC 2026","Tue Jun 02 13:00:41 UTC 2026","5387","tests","test_cookie_consent","","","","test_accept_analytical_cookies[firefox]",""
